100,-34
100,-35
100,-36
100,-37
100,-38
100,-39
100,-40
100,-41
100,-42
100,-43
100,-44
100,-45
100,-46
100,-47
100,-48
100,-49
100,-50
100,-51
100,-52
100,-53
100,-54
101,-34
101,-35
101,-36
101,-37
101,-38
101,-39
101,-40
101,-41
101,-42
101,-43
101,-44
101,-45
101,-46
101,-47
101,-48
101,-49
101,-50
101,-51
101,-52
101,-53
101,-54
156,-100
156,-101
156,-102
156,-103
156,-104
156,-105
156,-106
156,-107
156,-108
156,-109
156,-110
156,-69
156,-70
156,-71
156,-72
156,-73
156,-74
156,-75
156,-76
156,-77
156,-78
156,-79
156,-80
156,-81
156,-82
156,-83
156,-84
156,-85
156,-86
156,-87
156,-88
156,-89
156,-90
156,-91
156,-92
156,-93
156,-94
156,-95
156,-96
156,-97
156,-98
156,-99
157,-100
157,-101
157,-102
157,-103
157,-104
157,-105
157,-106
157,-107
157,-108
157,-109
157,-110
157,-69
157,-70
157,-71
157,-72
157,-73
157,-74
157,-75
157,-76
157,-77
157,-78
157,-79
157,-80
157,-81
157,-82
157,-83
157,-84
157,-85
157,-86
157,-87
157,-88
157,-89
157,-90
157,-91
157,-92
157,-93
157,-94
157,-95
157,-96
157,-97
157,-98
157,-99
158,-100
158,-101
158,-102
158,-103
158,-104
158,-105
158,-106
158,-107
158,-108
158,-109
158,-110
158,-69
158,-70
158,-71
158,-72
158,-73
158,-74
158,-75
158,-76
158,-77
158,-78
158,-79
158,-80
158,-81
158,-82
158,-83
158,-84
158,-85
158,-86
158,-87
158,-88
158,-89
158,-90
158,-91
158,-92
158,-93
158,-94
158,-95
158,-96
158,-97
158,-98
158,-99
159,-100
159,-101
159,-102
159,-103
159,-104
159,-105
159,-106
159,-107
159,-108
159,-109
159,-110
159,-69
159,-70
159,-71
159,-72
159,-73
159,-74
159,-75
159,-76
159,-77
159,-78
159,-79
159,-80
159,-81
159,-82
159,-83
159,-84
159,-85
159,-86
159,-87
159,-88
159,-89
159,-90
159,-91
159,-92
159,-93
159,-94
159,-95
159,-96
159,-97
159,-98
159,-99
160,-100
160,-101
160,-102
160,-103
160,-104
160,-105
160,-106
160,-107
160,-108
160,-109
160,-110
160,-69
160,-70
160,-71
160,-72
160,-73
160,-74
160,-75
160,-76
160,-77
160,-78
160,-79
160,-80
160,-81
160,-82
160,-83
160,-84
160,-85
160,-86
160,-87
160,-88
160,-89
160,-90
160,-91
160,-92
160,-93
160,-94
160,-95
160,-96
160,-97
160,-98
160,-99
161,-100
161,-101
161,-102
161,-103
161,-104
161,-105
161,-106
161,-107
161,-108
161,-109
161,-110
161,-69
